Gene_ID	Status	Uniprot_ID_Insecta	Percent_Identical	E_score	GO_Tag	GO_Category	GO_Name	Species	Manduca_Protein_Name	Manduca_Protein_ID	Insecta_Protein_Name
LOC101740378	Pass:	A0A8J2R592	71.009	0	GO:0005524	F	ATP binding	Danaus chrysippus	DNA helicase	NA	NA
LOC101736861	Pass:	A0A7E5VKS1	61.827	0	GO:0016020	C	membrane	Trichoplusia ni	Fucosyltransferase	NA	NA
LOC693037	Pass:	A0A7E5VQX7	51.109	0	GO:0008659	F	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity	Trichoplusia ni	Fatty acid synthase-like	NA	NA
LOC101741583	Pass:	A0A7E5WDS8	58.493	0	GO:0036211	P	protein modification process	Trichoplusia ni	Tubulin glycylase 3A-like isoform X1	NA	NA
LOC101740142	Pass:	A0A7E5WQF1	69.149	0	GO:0016020	C	membrane	Trichoplusia ni	O-acyltransferase	NA	NA
LOC119628509	Pass:	A0A6J2KKW9	97.136	0	GO:0005737	C	cytoplasm	Bombyx mandarina	Proteasomal ubiquitin receptor ADRM1 isoform X1	NA	NA
LOC119630801	Fail:	A0A2H1W6F0	85.398	1.2699999999999998e-145	GO:0004721	F	phosphoprotein phosphatase activity	Spodoptera frugiperda	Protein-tyrosine-phosphatase	NA	NA
LOC101739847	Pass:	A0A6J2JMJ9	99.12	0	GO:0005634	C	nucleus	Bombyx mandarina	U3 small nucleolar RNA-associated protein 6 homolog	NA	NA
LOC100101157	Fail:	A0A8S3X129	99.31	1.2599999999999997e-101	GO:0006413	P	translational initiation	Parnassius apollo	Eukaryotic translation initiation factor 4C	NA	NA
LOC101745327	Pass:	A0A7E5VF33	81.569	0	GO:0016043	P	cellular component organization	Trichoplusia ni	Adenomatous polyposis coli homolog	NA	NA
LOC101743542	Pass:	A0A8J9Y772	82.633	0	GO:0005524	F	ATP binding	Brenthis ino	Protein kinase domain-containing protein	NA	NA
CPR34	Fail:	A0A6J2JRR5	99.034	1.1899999999999999e-147	GO:0042302	F	structural constituent of cuticle	Bombyx mandarina	Endocuticle structural glycoprotein SgAbd-2-like	NA	NA
LOC101736056	Pass:	A0A7E5WBH6	91.379	0	GO:0005524	F	ATP binding	Trichoplusia ni	dual-specificity kinase	NA	NA
LOC101746299	Pass:	A0A8R2C736	99.485	0	GO:0005085	F	guanyl-nucleotide exchange factor activity	Bombyx mori	Guanine nucleotide-releasing factor 2	NA	NA
LOC101741792	Pass:	A0A8R2R2I0	94.79	0	GO:0003677	F	DNA binding	Bombyx mori	HMG box domain-containing protein	NA	NA
Jheh-lp1	Pass:	A0A437AZM4	72.727	0	GO:0019439	P	aromatic compound catabolic process	Chilo suppressalis	Epoxide hydrolase	NA	NA
LOC692894	Fail:	A0A8R2R034	26.93	0	GO:0016020	C	membrane	Bombyx mori	Uncharacterized protein	NA	NA
LOC101743268	Pass:	A0A8R2R062	100	0	GO:0016192	P	vesicle-mediated transport	Bombyx mori	Protein sprint	NA	NA
LOC101745721	Pass:	A0A8S1ALJ6	85.878	0	GO:0004674	F	protein serine/threonine kinase activity	Arctia plantaginis	non-specific serine/threonine protein kinase	NA	NA
LOC101738603	Pass:	A0A2H1V7R0	59.455	0	GO:0005975	P	carbohydrate metabolic process	Spodoptera frugiperda	SFRICE_006803	NA	NA
LOC101740452	Pass:	A0A8J9U6X1	64.384	0	GO:0016020	C	membrane	Brenthis ino	IRS-type PTB domain-containing protein	NA	NA
LOC101746900	Pass:	A0A8R2M6F3	98.575	0	GO:0005634	C	nucleus	Bombyx mori	TFIIS N-terminal domain-containing protein	NA	NA
LOC101742996	Fail:	A0A8S1BAE3	67.077	1.7299999999999996e-159	GO:0006666	P	3-keto-sphinganine metabolic process	Arctia plantaginis	3-dehydrosphinganine reductase	NA	NA
LOC101741348	Pass:	A0A6J1WV28	85.396	0	GO:0005509	F	calcium ion binding	Galleria mellonella	Cadherin domain-containing protein	NA	NA
LOC101747094	Pass:	A0A8R2M0Q4	99.568	0	GO:0046488	P	phosphatidylinositol metabolic process	Bombyx mori	PIPK domain-containing protein	NA	NA
LOC101735559	Pass:	A0A8R2HMQ7	98.168	0	GO:0003677	F	DNA binding	Bombyx mori	Uncharacterized protein	NA	NA
LOC101739925	Fail:	A0A8S4R617	35.938	8.489999999999999e-128	GO:0016020	C	membrane	Pararge aegeria aegeria	Anoctamin	NA	NA
LOC101739770	Pass:	A0A8R1WH07	100	0	GO:0005634	C	nucleus	Bombyx mori	Fork-head domain-containing protein	NA	NA
LOC101735584	Fail:	A0A3S2N5Q0	32.957	2.69e-137	GO:0002224	P	toll-like receptor signaling pathway	Chilo suppressalis	TIR domain-containing protein	NA	NA
LOC101746094	Pass:	A0A8B8HUF3	89.643	0	GO:0004930	F	G protein-coupled receptor activity	Vanessa tameamea	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC101737710	Pass:	A0A6J2K566	100	0	GO:0007030	P	Golgi organization	Bombyx mandarina	Vacuolar protein sorting-associated protein 51 homolog	NA	NA
LOC101744539	Pass:	A0A7E5W3X0	65.522	0	GO:0044255	P	cellular lipid metabolic process	Trichoplusia ni	Phospholipid/glycerol acyltransferase domain-containing protein	NA	NA
LOC101744653	Fail:	A0A6J1WJV3	80.822	5.78e-135	GO:0006629	P	lipid metabolic process	Galleria mellonella	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	NA	NA
LOC101736498	Pass:	A0A8J2W8D6	80.117	0	GO:0016020	C	membrane	Danaus chrysippus	Zinc transporter foi	NA	NA
LOC101741270	Pass:	A0A437BAU1	70.557	0	GO:0004672	F	protein kinase activity	Chilo suppressalis	Non-specific protein-tyrosine kinase	NA	NA
LOC101736848	Pass:	A0A7E5VP95	92.944	0	GO:0006099	P	tricarboxylic acid cycle	Trichoplusia ni	oxoglutarate dehydrogenase (succinyl-transferring)	NA	NA
LOC101742204	Pass:	A0A6J2K978	98.592	0	GO:0055085	P	transmembrane transport	Bombyx mandarina	ATP-binding cassette sub-family B member 7, mitochondrial isoform X2	NA	NA
LOC101744321	Fail:	A0A8B8HK07	81.746	4.1899999999999994e-157	GO:0006878	P	intracellular copper ion homeostasis	Vanessa tameamea	Thioredoxin domain-containing protein	NA	NA
LOC101743701	Fail:	A0A7E5V8Y0	76.404	2.19e-149	GO:0016226	P	iron-sulfur cluster assembly	Trichoplusia ni	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	NA	NA
LOC119631129	Fail:	D5LQN3	85	6.199999999999999e-171	GO:0008137	F	NADH dehydrogenase (ubiquinone) activity	Bombyx mori	NADH-ubiquinone oxidoreductase chain 2	NA	NA
NGR-A14	Pass:	A0A6J2KE49	99.721	0	GO:0007165	P	signal transduction	Bombyx mandarina	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC101736146	Pass:	A0A8R2C746	100	0	GO:0005886	C	plasma membrane	Bombyx mori	Choline transporter-like protein	NA	NA
LOC101736088	Pass:	A0A3S2TPK5	90.924	0	GO:0016020	C	membrane	Chilo suppressalis	Polypeptide N-acetylgalactosaminyltransferase	NA	NA
LOC101745054	Pass:	A0A6J2JXL1	99.779	0	GO:0004396	F	hexokinase activity	Bombyx mandarina	Phosphotransferase	NA	NA
LOC101742227	Pass:	A0A0I9QPZ1	100	0	GO:0000981	F	DNA-binding transcription factor activity, RNA polymerase II-specific	Bombyx mori	Homeobox domain-containing protein	NA	NA
LOC101744906	Pass:	A0A8R2HS84	95.43	0	GO:0003677	F	DNA binding	Bombyx mori	LIM/homeobox protein Lhx3	NA	NA
LOC101740841	Pass:	A0A8S4RYK0	70.479	0	GO:0005102	F	signaling receptor binding	Pararge aegeria aegeria	Protein Wnt	NA	NA
LOC119628380	Pass:	A0A0L7LJH9	72.824	0	GO:0005768	C	endosome	Operophtera brumata	Uncharacterized protein	NA	NA
LOC101742594	Pass:	A0A8S0ZKG5	86.667	0	GO:0005737	C	cytoplasm	Arctia plantaginis	Amidohydrolase-related domain-containing protein	NA	NA
LOC101745107	Pass:	A0A2A4JM03	56.788	0	GO:0002376	P	immune system process	Heliothis virescens	Spondin-1	NA	NA
LOC101745949	Pass:	A0A2W1BDP9	72.874	0	GO:0004843	F	cysteine-type deubiquitinase activity	Helicoverpa armigera	Ubiquitin carboxyl-terminal hydrolase	NA	NA
LOC101737982	Pass:	M4M6W5	83.199	0	GO:0016747	F	acyltransferase activity, transferring groups other than amino-acyl groups	Heliothis virescens	Acyltransferase 3 domain-containing protein	NA	NA
LOC101736903	Fail:	W5VH72	80.224	4.3499999999999994e-169	GO:0008474	F	palmitoyl-(protein) hydrolase activity	Antheraea pernyi	Thioesterase-Ap	NA	NA
LOC101736367	Fail:	A0A6J3BR29	91.192	9.36e-127	GO:0016740	F	transferase activity	Galleria mellonella	Adenylate kinase isoenzyme 1	NA	NA
LOC101738177	Pass:	A0A7E5VXZ0	79.376	0	GO:0000166	F	nucleotide binding	Trichoplusia ni	Triokinase/FMN cyclase	NA	NA
LOC101743550	Pass:	A0A8S3Y0Z8	79.67	0	GO:0006096	P	glycolytic process	Parnassius apollo	Fructose-bisphosphate aldolase	NA	NA
LOC692764	Pass:	A0A8B8ILG3	94.554	0	GO:0004672	F	protein kinase activity	Vanessa tameamea	Protein kinase domain-containing protein	NA	NA
RpL7	Fail:	A0A2A4KAA3	91.078	4.689999999999999e-180	GO:0003735	F	structural constituent of ribosome	Heliothis virescens	60S ribosomal protein L7	NA	NA
LOC101742197	Pass:	A0A6J2K529	99.04	0	GO:0005242	F	inward rectifier potassium channel activity	Bombyx mandarina	G protein-activated inward rectifier potassium channel 3-like isoform X1	NA	NA
LOC101741428	Pass:	A0A8R2QYB7	100	0	GO:0050896	P	response to stimulus	Bombyx mori	Scavenger receptor class B member 1	NA	NA
LOC101737573	Pass:	A0A7E5W1I4	76.07	0	GO:0016311	P	dephosphorylation	Trichoplusia ni	Tyrosine-protein phosphatase non-receptor type 4	NA	NA
LOC101744170	Pass:	A0A8R2R8E0	84.992	0	GO:0008017	F	microtubule binding	Bombyx mori	Microtubule-associated protein futsch	NA	NA
LOC101739592	Pass:	A0A6J2KR57	100	0	GO:0016301	F	kinase activity	Bombyx mandarina	NAD(+) kinase	NA	NA
LOC101743074	Pass:	A0A6J2KMA9	98.826	0	GO:0005886	C	plasma membrane	Bombyx mandarina	Dystroglycan-type cadherin-like domain-containing protein	NA	NA
LOC101739802	Pass:	A0A2W1BS58	86.713	0	GO:0006478	P	peptidyl-tyrosine sulfation	Helicoverpa armigera	Protein-tyrosine sulfotransferase	NA	NA
LOC101742950	Pass:	A0A7E5WHH4	57.238	0	GO:0005694	C	chromosome	Trichoplusia ni	Histone-lysine N-methyltransferase eggless	NA	NA
LOC101737337	Pass:	A0A8R2DJL5	99.413	0	GO:0034220	P	monoatomic ion transmembrane transport	Bombyx mori	PH-sensitive chloride channel 1	NA	NA
LOC101744117	Pass:	I3VR80	91.334	0	GO:0005886	C	plasma membrane	Bombyx mori	Aminopeptidase	NA	NA
LOC101742050	Pass:	A0A8S3X790	71.552	0	GO:0016020	C	membrane	Parnassius apollo	Inward rectifier potassium channel irk-1	NA	NA
LOC101744944	Pass:	A0A8R2QWU9	99.679	0	GO:0046872	F	metal ion binding	Bombyx mori	histone acetyltransferase	NA	NA
LOC100302733	Pass:	A0A6J2K8A7	99.202	0	GO:0006816	P	calcium ion transport	Bombyx mandarina	Calcium-transporting ATPase	NA	NA
LOC101740744	Pass:	A0A212EUU5	77.974	0	GO:0006782	P	protoporphyrinogen IX biosynthetic process	Danaus plexippus plexippus	Protoporphyrinogen oxidase	NA	NA
LOC101737337	Pass:	A0A6J2J8P4	97.951	0	GO:0005230	F	extracellular ligand-gated monoatomic ion channel activity	Bombyx mandarina	Glutamate-gated chloride channel isoform X13	NA	NA
Treh-2	Pass:	A0A6J2KPR4	98.287	0	GO:0004555	F	alpha,alpha-trehalase activity	Bombyx mandarina	Trehalase	NA	NA
Nav	Pass:	A0A6J2JEF5	100	0	GO:0001518	C	voltage-gated sodium channel complex	Bombyx mandarina	Sodium channel protein	NA	NA
LOC101739230	Pass:	A0A6J2JU26	99.698	0	GO:0036211	P	protein modification process	Bombyx mandarina	Methionine aminopeptidase	NA	NA
LOC101739562	Pass:	A0A8R2AS79	100	0	GO:0005634	C	nucleus	Bombyx mori	Endonuclease III homolog	NA	NA
LOC101742348	Pass:	A0A437B5E0	57.085	0	GO:0043229	C	intracellular organelle	Chilo suppressalis	SET and MYND domain-containing protein 4	NA	NA
LOC101746325	Pass:	A0A6J2K960	100	0	GO:0016020	C	membrane	Bombyx mandarina	Y+L amino acid transporter 2-like	NA	NA
LOC693103	Pass:	A0A8B8IBP8	90.942	0	GO:0005856	C	cytoskeleton	Vanessa tameamea	Microtubule-associated protein RP/EB family member 1	NA	NA
LOC101738134	Pass:	A0A6J2JT96	100	0	GO:0005829	C	cytosol	Bombyx mandarina	BCL2-associated athanogene 6	NA	NA
LOC101747101	Pass:	A0A0X9PFK4	100	0	GO:0008233	F	peptidase activity	Bombyx mori	Prolyl endopeptidase	NA	NA
LOC692894	Fail:	A0A8R2QYA4	27.282	0	GO:0005509	F	calcium ion binding	Bombyx mori	Dumpy	NA	NA
LOC101741635	Pass:	A0A8R2QY94	98.157	0	GO:0005783	C	endoplasmic reticulum	Bombyx mori	Neuropathy target esterase sws	NA	NA
Nav	Pass:	A0A6J2JED7	99.608	0	GO:0005886	C	plasma membrane	Bombyx mandarina	Sodium channel protein	NA	NA
LOC101746515	Fail:	G4XH80	93.583	1.85e-114	GO:0046872	F	metal ion binding	Biston betularia	RING-type domain-containing protein	NA	NA
LOC101739927	Pass:	A0A8R2R5I0	89.944	0	GO:0016020	C	membrane	Bombyx mori	Calcium release-activated calcium channel protein 1	NA	NA
LOC733097	Pass:	Q1HQB5	100	0	GO:0005524	F	ATP binding	Bombyx mori	S-adenosylmethionine synthase	NA	NA
LOC101740130	Pass:	A0A8R2M1N5	99.679	0	GO:0003700	F	DNA-binding transcription factor activity	Bombyx mori	GATA-type domain-containing protein	NA	NA
LOC110385040	Pass:	A0A6J2JAN6	98.086	0	GO:0051536	F	iron-sulfur cluster binding	Bombyx mandarina	Probable DNA primase large subunit	NA	NA
LOC101743573	Fail:	A0A8S0ZNS7	53.158	7.52e-122	GO:0003824	F	catalytic activity	Arctia plantaginis	Alpha-mannosidase	NA	NA
LOC692448	Pass:	A0A6J3BNU4	74.218	0	GO:0008236	F	serine-type peptidase activity	Galleria mellonella	P/Homo B domain-containing protein	NA	NA
Pcna	Pass:	A0A8S1AEM6	96.923	0	GO:0005634	C	nucleus	Arctia plantaginis	Proliferating cell nuclear antigen	NA	NA
LOC101745746	Pass:	A0A8R2M2B3	99.925	0	GO:0006355	P	regulation of DNA-templated transcription	Bombyx mori	Histone deacetylase interacting domain-containing protein	NA	NA
LOC733113	Pass:	A0A2A4J5Z7	86.335	0	GO:0006098	P	pentose-phosphate shunt	Heliothis virescens	6-phosphogluconate dehydrogenase, decarboxylating	NA	NA
LOC101739070	Pass:	A0A8R2C5J7	99.552	0	GO:0006811	P	monoatomic ion transport	Bombyx mori	Ryanodine receptor	NA	NA
LOC101743517	Pass:	A0A2H1V356	75.536	0	GO:0004077	F	biotin-[acetyl-CoA-carboxylase] ligase activity	Spodoptera frugiperda	BPL/LPL catalytic domain-containing protein	NA	NA
pofut1	Pass:	A0A6J2KH05	98.701	0	GO:0006004	P	fucose metabolic process	Bombyx mandarina	GDP-fucose protein O-fucosyltransferase 1	NA	NA
LOC101739618	Pass:	A0A6J2KT82	99.617	0	GO:0004176	F	ATP-dependent peptidase activity	Bombyx mandarina	AAA+ ATPase domain-containing protein	NA	NA
LOC101745952	Pass:	A0A1U9VYP0	73.043	0	GO:0006629	P	lipid metabolic process	Helicoverpa armigera	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase	NA	NA
LOC693049	Pass:	A0A2A4K2J6	83.742	0	GO:0007010	P	cytoskeleton organization	Heliothis virescens	Tubulin beta chain	NA	NA
LOC101739426	Pass:	A0A8J9V4A2	53.958	0	GO:0000139	C	Golgi membrane	Brenthis ino	Golgin-84	NA	NA
FANCI	Pass:	A0A8S3XQ56	57.565	0	GO:0006281	P	DNA repair	Parnassius apollo	Fanconi anemia group I protein	NA	NA
LOC101739513	Pass:	A0A1E1WGS0	96.022	0	GO:0035615	F	clathrin adaptor activity	Pectinophora gossypiella	AP-2 complex subunit alpha	NA	NA
AK	Pass:	I4DIQ0	94.93	0	GO:0004054	F	arginine kinase activity	Papilio xuthus	arginine kinase	NA	NA
LOC101742228	Pass:	A0A8R2GBM4	100	0	GO:0016740	F	transferase activity	Bombyx mori	non-specific serine/threonine protein kinase	NA	NA
Pnpo	Pass:	Q1PCB0	100	0	GO:0030170	F	pyridoxal phosphate binding	Bombyx mori	Pyridoxine/pyridoxamine 5'-phosphate oxidase	NA	NA
LOC101744391	Pass:	A0A821MPL7	83.681	0	GO:0003352	P	regulation of cilium movement	Pieris macdunnoughi	Cilia- and flagella-associated protein 298	NA	NA
TOR1	Pass:	A0A835GMW7	82.61	0	GO:0044877	F	protein-containing complex binding	Spodoptera exigua	Serine/threonine-protein kinase TOR	NA	NA
LOC101746722	Pass:	A0A3S2M237	72.564	0	GO:0005524	F	ATP binding	Chilo suppressalis	Acetyl-coenzyme A synthetase	NA	NA
LOC101738156	Pass:	A0A6J1WYY9	61.057	0	GO:0008270	F	zinc ion binding	Galleria mellonella	Zinc finger protein 62 homolog isoform X1	NA	NA
-w-2	Pass:	A0A6J3CBE7	78.84	0	GO:0016020	C	membrane	Galleria mellonella	ABC transporter domain-containing protein	NA	NA
LOC101737185	Fail:	A0A8R2HR61	98.01	1.16e-147	GO:0016787	F	hydrolase activity	Bombyx mori	PPPDE domain-containing protein	NA	NA
LOC101746167	Pass:	A0A8S0Z9S2	72.688	0	GO:0005634	C	nucleus	Arctia plantaginis	Dystroglycan 1	NA	NA
LOC101742096	Pass:	A0A8R2G7V4	98.925	0	GO:0005634	C	nucleus	Bombyx mori	BZIP domain-containing protein	NA	NA
ChiR1	Pass:	A0A221ZS22	76.208	0	GO:0005975	P	carbohydrate metabolic process	Ostrinia furnacalis	Group II chitinase	NA	NA
LOC101738498	Pass:	A0A8R2DNP6	100	0	GO:0022607	P	cellular component assembly	Bombyx mori	Protein spire	NA	NA
LOC101745684	Fail:	A0A194PQ03	53.448	2.43e-108	GO:0019915	P	lipid storage	Papilio xuthus	Lipid droplet-associated hydrolase	NA	NA
LOC101741961	Pass:	A0A194PZ99	92.548	0	GO:0005524	F	ATP binding	Papilio xuthus	Diacylglycerol kinase	NA	NA
LOC101735806	Pass:	A0A7E5WF67	69.689	0	GO:0005739	C	mitochondrion	Trichoplusia ni	RNA (guanine-9-)-methyltransferase domain-containing protein 1	NA	NA
GSTz1	Fail:	A0A6J2KII9	99.535	3.7799999999999994e-158	GO:0006559	P	L-phenylalanine catabolic process	Bombyx mandarina	maleylacetoacetate isomerase	NA	NA
LOC101747069	Pass:	A0A8B8IHF7	59.813	0	GO:0052689	F	carboxylic ester hydrolase activity	Vanessa tameamea	Carboxylic ester hydrolase	NA	NA
LOC101735478	Fail:	A0A2A4JFY2	47.115	0	GO:0046872	F	metal ion binding	Heliothis virescens	RING-type E3 ubiquitin transferase BRCA1	NA	NA
LOC101746970	Pass:	A0A8R2LZV5	99.538	0	GO:0005524	F	ATP binding	Bombyx mori	Protein kinase domain-containing protein	NA	NA
nAChRa4	Pass:	A0A8J2QCI0	93.322	0	GO:0045211	C	postsynaptic membrane	Danaus chrysippus	(African queen) hypothetical protein	NA	NA
LOC101746416	Pass:	A0A8R2DK33	100	0	GO:0005634	C	nucleus	Bombyx mori	Fork-head domain-containing protein	NA	NA
LOC692478	Pass:	A0A6J2JJ25	100	0	GO:0005634	C	nucleus	Bombyx mandarina	Homeobox protein extradenticle isoform X5	NA	NA
LOC101737962	Pass:	A0A6J2KB08	98.957	0	GO:0006470	P	protein dephosphorylation	Bombyx mandarina	PPM-type phosphatase domain-containing protein	NA	NA
LOC100316861	Pass:	A0A2H1V7L0	99.664	0	GO:0004672	F	protein kinase activity	Spodoptera frugiperda	SFRICE_002864	NA	NA
LOC101737889	Pass:	A0A8R2MAE0	100	0	GO:0035461	P	vitamin transmembrane transport	Bombyx mori	Thiamine transporter 2	NA	NA
LOC101741708	Pass:	A0A8R2G6Y2	100	0	GO:0022857	F	transmembrane transporter activity	Bombyx mori	B(0,+)-type amino acid transporter 1-like	NA	NA
LOC101738001	Pass:	A0A8R2M4L4	100	0	GO:0031144	P	proteasome localization	Bombyx mori	Tethering factor for nuclear proteasome STS1	NA	NA
Nav	Pass:	A0A8R2R2P7	99.804	0	GO:0006811	P	monoatomic ion transport	Bombyx mori	Sodium channel protein	NA	NA
LOC101741173	Pass:	A0A6J2KDB3	99.534	0	GO:0005977	P	glycogen metabolic process	Bombyx mandarina	Phosphorylase b kinase regulatory subunit	NA	NA
LOC101738223	Pass:	A0A8R2LXX4	100	0	GO:0016740	F	transferase activity	Bombyx mori	tRNA (uracil-O(2)-)-methyltransferase	NA	NA
LOC101740691	Pass:	A0A6J1X2Q8	90.84	0	GO:0004510	F	tryptophan 5-monooxygenase activity	Galleria mellonella	tryptophan 5-monooxygenase	NA	NA
LOC101739022	Pass:	A0A7E5VJM8	76.221	0	GO:0004386	F	helicase activity	Trichoplusia ni	RNA helicase	NA	NA
eIF3c	Pass:	A0A8B8IYQ9	88.799	0	GO:0005852	C	eukaryotic translation initiation factor 3 complex	Vanessa tameamea	Eukaryotic translation initiation factor 3 subunit C	NA	NA
LOC101746167	Pass:	A0A8R2HPY3	87.207	0	GO:0097060	C	synaptic membrane	Bombyx mori	Dystroglycan 1	NA	NA
GSTd3	Pass:	A0A8R2M8T1	93.515	0	GO:0003677	F	DNA binding	Bombyx mori	Uncharacterized protein	NA	NA
LOC101740318	Pass:	A0A6J2J9W2	99.556	0	GO:0016020	C	membrane	Bombyx mandarina	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC101746894	Pass:	A0A8R2QZ05	91.167	0	GO:0046983	F	protein dimerization activity	Bombyx mori	BHLH domain-containing protein	NA	NA
Cop	Pass:	A0A8R2DLC9	87.895	0	GO:0004930	F	G protein-coupled receptor activity	Bombyx mori	G-protein coupled receptors family 1 profile domain-containing protein	NA	NA
LOC101744752	Pass:	A0A8R1WGY3	100	0	GO:0001522	P	pseudouridine synthesis	Bombyx mori	H/ACA ribonucleoprotein complex subunit 4	NA	NA
LOC101741056	Pass:	A0A517BE12	93.96	0	GO:0016740	F	transferase activity	Manduca sexta	Phosphatidate cytidylyltransferase	NA	NA
LOC692478	Pass:	A0A6J2JJ16	99.728	0	GO:0005634	C	nucleus	Bombyx mandarina	Homeobox protein extradenticle isoform X1	NA	NA
LOC101739724	Fail:	A0A212FAY5	68.807	2.45e-153	GO:0043227	C	membrane-bounded organelle	Danaus plexippus plexippus	Enkurin domain-containing protein	NA	NA
DnaJ-14	Pass:	A0A8R2DP83	99.544	0	GO:0051082	F	unfolded protein binding	Bombyx mori	Protein tumorous imaginal discs, mitochondrial	NA	NA
LOC101747101	Pass:	A0A8R2M341	100	0	GO:0006508	P	proteolysis	Bombyx mori	acylaminoacyl-peptidase	NA	NA
LOC101736903	Fail:	A0A194PVB8	73.047	3.5699999999999995e-144	GO:0016787	F	hydrolase activity	Papilio xuthus	Palmitoyl-protein thioesterase 1	NA	NA
LOC101739927	Pass:	A0A8R2HNT8	89.944	0	GO:0016020	C	membrane	Bombyx mori	Calcium release-activated calcium channel protein 1	NA	NA
LOC101737337	Pass:	A0A6J2J9H5	96.258	0	GO:0016020	C	membrane	Bombyx mandarina	Glutamate-gated chloride channel isoform X19	NA	NA
LOC692838	Pass:	A0A6J2KAX5	100	0	GO:0016887	F	ATP hydrolysis activity	Bombyx mandarina	AAA+ ATPase domain-containing protein	NA	NA
LOC101745694	Pass:	A0A8R2M7Q7	100	0	GO:0016020	C	membrane	Bombyx mori	ABC transporter domain-containing protein	NA	NA
LOC101738670	Pass:	A0A2W1BYX2	76.085	0	GO:0016020	C	membrane	Helicoverpa armigera	Agrin	NA	NA
LOC101737790	Pass:	A0A8S4D0T2	83.628	0	GO:0006814	P	sodium ion transport	Plutella xylostella	Sodium/hydrogen exchanger	NA	NA
LOC101746167	Pass:	A0A8R2ARX0	99.875	0	GO:0005615	C	extracellular space	Bombyx mori	Dystroglycan 1	NA	NA
LOC101739129	Pass:	A0A6J2K0U0	95.415	0	GO:0005856	C	cytoskeleton	Bombyx mandarina	Pericentrin/AKAP-450 centrosomal targeting domain-containing protein	NA	NA
LOC101746460	Pass:	A0A7E5W9J8	90.647	0	GO:0005737	C	cytoplasm	Trichoplusia ni	Glucosamine-6-phosphate isomerase	NA	NA
LOC692894	Fail:	A0A8R2HM52	26.846	0	GO:0005634	C	nucleus	Bombyx mori	Dumpy	NA	NA
LOC101742959	Pass:	A0A8R2QV10	98.629	0	GO:0007399	P	nervous system development	Bombyx mori	Neuroglian	NA	NA
LOC105841689	Pass:	A0A6J2JLM8	98.23	0	GO:0005634	C	nucleus	Bombyx mandarina	CTF/NF-I domain-containing protein	NA	NA
LOC101743662	Pass:	A0A6J2KGN6	99.517	0	GO:0005524	F	ATP binding	Bombyx mandarina	Sodium/potassium-transporting ATPase subunit alpha	NA	NA
LOC101746775	Pass:	A0A7E5V8R8	85.221	0	GO:0000829	F	inositol heptakisphosphate kinase activity	Trichoplusia ni	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	NA	NA
